term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
60,29,VisionBank,bank,MN,4.00,,no,,58063,,not stated,not stated,,"nth a,c Create Account 3.94% 4.00% 30 Month a,c Create Account 3.94% 4.00% 36 Month a,c Create Account 3.94% 4.00% 48 Month a,c Create Account 3.94% 4.00% 60 Month a,c Create Account 3.94% 4.00% a) A penalty may be imposed for early withdra",https://bankwithvision.com/rates/,,2026-09-24
60,36,Directions Credit Union,credit_union,OH,3.97,500,no,,,60978,not stated,not stated,no (counties),Penalty for early withdrawal.,https://directionscu.org/personal/save/savings-certificates/checking-savings-rates/,,2026-09-24
60,37,Phelps County Bank,bank,MO,3.96,,no,,18841,,yes,not stated,,.70% 12 Month CD 3.75% 3.80% 15 Month CD 3.75% 3.80% 18 Month CD 3.80% 3.85% 24 Month CD 3.85% 3.91% 30 Month CD 3.85% 3.91% 36 Month CD 3.90% 3.96% 48 Month CD 3.90% 3.96% 60 Month CD 3.90% 3.96% *A penalty may be imposed for early withdra,https://www.mypcb.com/rates,,2026-09-24
60,38,USALLIANCE Financial,credit_union,NY,3.95,500,no,,,17587,not stated,not stated,not stated,"Dividend Savings Certificate Accounts Certificate Account products (similar to CDs) are available for Individual Retirement Accounts (IRAs), with the exception of the 11 Month Special Certificate (No Early Withdrawal Penalty).",https://www.usalliance.org/about-us/rates/savings-rates,,2026-09-24
60,39,KS StateBank,bank,KS,3.90,500,no,,19899,,yes,no,,You may be charged a substantial penalty for early withdrawals.,https://www.ksstate.bank/resources/deposit-rates,,2026-09-24
60,39,Chevron Federal Credit Union,credit_union,CA,3.90,,no,,,24326,yes,no (SSN required),possibly (association),All certificates are subject to an early withdrawal penalty.,https://www.chevronfcu.org/rates/share-certificate,,2026-09-24
60,41,Spring Bank,bank,WI,3.89,,no,,58780,,not stated,not stated,,"Penalties for early withdrawal of principal could reduce earnings, whether earned or not.",https://www.springbankwi.bank/current-deposit-rates,,2026-09-24
60,42,Community Commerce Bank,bank,CA,3.87,,no,,26363,,not stated,not stated,,4 Substantial penalty for early withdrawal.,https://ccombank.com/deposits/,,2026-09-24
60,43,Navy Federal Credit Union,credit_union,VA,3.85,,no,,,5536,not stated,not stated,no (military and DoD),Penalties apply for early withdrawals from certificate accounts.,https://www.navyfederal.org/checking-savings/savings/certificates.html,,2026-09-24
60,43,Second Federal Savings and Loan Association of Philadelphia,bank,PA,3.85,,no,,29627,,not stated,not stated,,Certificates of Deposit carry a penalty for early withdrawal.,https://secondfed.com/rates/,,2026-09-24
60,45,FinWise Bank,bank,UT,3.84,,no,,35323,,yes,not stated,,‡ An early withdrawal penalty may apply for all Certificates of Deposit.,https://www.finwise.bank/wp-content/uploads/2026/04/Online-FW-Savings-Certificate-of-Deposit-Rates-04-10-2026.pdf,,2026-09-24
60,46,Signal Financial FCU,credit_union,MD,3.82,500,no,,,5571,not stated,not stated,yes (donation),Penalties apply for early withdrawal.,https://www.signalfinancialfcu.org/deposit-rates,,2026-09-24
60,46,Balboa Thrift and Loan Association,bank,CA,3.82,,no,,26704,,not stated,not stated,,An early withdrawal penalty equal to three (3) months of interest may be imposed for early withdrawals.,https://www.balboathrift.com/deposits/deposit-rates,,2026-09-24
60,46,GTE Financial,credit_union,FL,3.82,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
60,49,Andrews Federal Credit Union,credit_union,MD,3.80,10000,no,,,5754,yes,not stated,yes (free American Consumer Council membership),Penalties apply for early withdrawal.,https://www.andrewsfcu.org/rates,,2026-09-24
60,49,Air Force Federal Credit Union (Vibrant),credit_union,,3.80,,no,,,,yes,not stated,not stated,out Certificates 6 $300 minimum opening deposit for all regular share and IRA accounts; $5 minimum deposit for youth club members under 18 years of age 7 Fees could reduce earnings on the account 8 A penalty will be imposed for early withdr,https://www.freedomfcu.org/rates/,,2026-09-24
60,51,State Bank of Bottineau,bank,ND,3.79,100,no,,9121,,not stated,not stated,,"3.79% a 60 MONTH CD $ 100.00 3.75% 3.79% a, b 21 MONTH RATE WATCH CD $ 2,500.00 3.60% 3.65% a, b 36 MONTH RATE WATCH CD $ 2,500.00 3.65% 3.70% a, b 57 MONTH RATE WATCH CD $ 2,500.00 3.70% 3.75% a) A penalty may be imposed for early withdraw",https://www.statebankofbottineau.com/assets/files/wbJLgSoZ,,2026-09-24
60,51,Rolette State Bank,bank,ND,3.79,500,no,,9120,,not stated,not stated,,"Contact Us Rates Certificates of Deposit (CDs) Effective January 8, 2026 Penalty may be imposed for early withdrawal.",https://www.rolettestatebank.com/rates/,,2026-09-24
60,53,Latino Community Credit Union,credit_union,NC,3.75,500,no,,,68430,yes,not stated,not stated,% 3.50% 18 Months $500 3.55% 3.55% 24 Months $500 3.65% 3.65% 36 Months $500 3.70% 3.70% 48 Months $500 3.73% 3.73% 60 Months $500 3.75% 3.75% The Fine Print The important details Account Limitations/Early Withdrawal Penalties.,https://latinoccu.org/products-and-services/savings/certificates-of-deposit/certificates-of-deposit/,,2026-09-24
60,53,Community First National Bank,bank,KS,3.75,,no,,35585,,not stated,not stated,,A penalty may be imposed for early withdrawal on any CD.,https://www.cfnb.bank/document-center.cfm?fx=DEMKIE6MTPPJJWDD,,2026-09-24
60,53,ESB Financial,bank,KS,3.75,,no,,16629,,not stated,not stated,,Greater earnings than standard savings Receive higher rates by selecting a longer term Provides more guarantee than other risky investments A wide range of terms available (from 3 months to 5 years) Penalty for early withdrawal FDIC insured,https://www.esbfinancial.com/banking/personal-banking/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
60,53,Technology Credit Union,credit_union,CA,3.75,,no,,,68383,not stated,not stated,not stated,Penalties will be imposed for early withdrawals.,https://www.techcu.com/Resources/Rates,,2026-09-24
60,57,Crews Bank & Trust,bank,FL,3.70,500,no,,8021,,yes,not stated,,A penalty is imposed for early withdrawal from a Time Deposit.,https://www.crews.bank/hubfs/_CBT/PDFs/Deposits%20Rate%20Sheet.pdf,,2026-09-24
60,57,State Savings Bank,bank,IA,3.70,2000,no,,248,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.ssb.bank/personal/current-rates,,2026-09-24
60,57,Alliant Credit Union,credit_union,IL,3.70,75000,no,,,67955,not stated,no,yes (foundation),"If you withdraw funds from an Alliant certificate before the maturity date, you may incur an early withdrawal penalty, per the table below.",https://www.alliantcreditunion.org/bank/credit-union-certificate,,2026-09-24
60,57,Beacon Community Bank,bank,SC,3.70,,no,,59106,,not stated,not stated,,A penalty of 5 months interest on the amount withdrawn will be imposed for early withdrawals on terms equal to 5 months.,https://www.beacon.bank/personal/banking/interest-rates,,2026-09-24
60,57,Commerce Bank & Trust,bank,FL,3.70,,no,,57429,,not stated,not stated,,²A penalty may be imposed for early withdrawal.,https://cbtfl.com/about-us/rates/,,2026-09-24
60,57,Northpointe Bank,bank,MI,3.70,,no,,34953,,not stated,not stated,,Early withdrawal penalties may be charged on certificates of deposit.,https://www.northpointe.com/banking/rates/,,2026-09-24
60,63,Great North Bank,bank,WI,3.66,,no,,15146,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.greatnorthbank.com/wp-content/uploads/PDF/OAO-Rate.pdf,,2026-09-24
60,63,Putnam County State Bank,bank,MO,3.66,,no,,22895,,not stated,not stated,,,https://www.putnamcountystatebank.com/cd-rates,,2026-09-24
60,65,First State Bank of Bigfork,bank,MN,3.60,45000,no,,10991,,yes,not stated,,1 Penalty of 30 days interest is imposed on early withdrawal.,https://www.fsbbigfork.com/services-tools/helpful-tools/rates.html,,2026-09-24
60,65,Lafayette Federal Credit Union,credit_union,MD,3.60,,no,,,619,not stated,not stated,no (MD DC VA only for the ACC route),to Earn APY 2 Dividend APY 2 1 Early withdrawal penalties may apply.,https://www.lfcu.org/personal/certificates/,,2026-09-24
60,67,Garden Plain State Bank,bank,KS,3.55,1000,no,,19687,,not stated,not stated,,,https://www.gpsbank.com/deposit-rates,,2026-09-24
60,67,Liberty Federal Credit Union,credit_union,IN,3.55,,no,,,1682,yes,not stated,not stated,,https://www.libertyfcu.org/deposit-rates,,2026-09-24
60,67,Security Bank,bank,OK,3.55,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
60,70,Leighton State Bank,bank,IA,3.53,,no,,10118,,not stated,not stated,,p 3.75% 3.80% Quarterly 4 Year Step 3.50% 3.55% Quarterly 5 Year 3.50% 3.53% Semi-Annually * Annual Percentage Yield (APY) Rates effective 8/24/2026 and subject to change $500 minimum balance for CDs Early withdrawal penalties may apply.,https://leightonbank.com/bank-with-us/personal/cds-iras-and-hsas/,,2026-09-24
60,71,Patelco Credit Union,credit_union,CA,3.50,250,no,,,68579,not stated,not stated,not stated,"And if you take money out before the end of the specified term, you’ll likely have to pay an early withdrawal penalty.",https://www.patelco.org/checking-and-savings/savings-accounts/share-certificates?utm=INT:HME:MGMNAV:CERTS,,2026-09-24
60,71,Visions Federal Credit Union,credit_union,NY,3.50,500,no,,,17429,not stated,not stated,not stated,Should the early withdrawal amount during the life of the certificate exceed the original balance the Credit Union will require that the entire balance be withdrawn and subject to penalty.,https://www.visionsfcu.org/rates/ira-rates,,2026-09-24
60,71,Blue Federal Credit Union,credit_union,WY,3.50,10425,no,,,7361,yes,not stated,yes (foundation support),Early withdrawal penalties apply.,https://www.bluefcu.com/bank/savings/term-shares/,,2026-09-24
60,71,Access Bank,bank,NE,3.50,,no,,58727,,not stated,not stated,,penalty may be imposed for early withdrawal.,https://www.accessbank.com/for-you/accounts/interest-rates,,2026-09-24
60,71,DCU (trade name of First Technology FCU in the NCUA file),credit_union,CA,3.50,,no,,,23521,not stated,not stated,yes (one-time donation),A penalty may be imposed for early withdrawal.,https://www.dcu.org/bank/certificates.html,,2026-09-24
60,71,"First Jackson Bank, Inc.",bank,AL,3.50,,no,,23376,,not stated,not stated,,NOTICE: This account may require a minimum daily balance and/or impose a penalty for early withdrawal.,https://firstjacksonbank.com/rates/,,2026-09-24
60,77,Columbus Bank and Trust Company,bank,NE,3.45,100,no,,15010,,not stated,not stated,,"% 3.45% $50,000 + 3.45% 3.45% *Interest rates may change after the account is opened and fees could reduce the earnings on the account **APY (Annual Percentage Yield) is paid on the daily balance *** Penalty may be imposed for early withdra",https://colbank.com/rates,,2026-09-24
60,77,First Internet Bank of Indiana,bank,IN,3.45,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
60,77,Marine Bank & Trust Company,bank,FL,3.45,,no,,34233,,not stated,not stated,,,https://www.elgacu.com/plan/certificates/,,2026-09-24
60,77,Quaint Oak Bank,bank,PA,3.45,,no,,35497,,not stated,not stated,,Certificates of deposit accounts carry a substantial penalty for early withdrawal.,https://www.quaintoak.com/personal-banking/deposit-products/cd-account/2-year-cd/,,2026-09-24
60,81,Greater Nevada Credit Union,credit_union,NV,3.44,,no,,,68228,not stated,not stated,no (Nevada),A penalty may be imposed for withdrawals before maturity.,https://www.gncu.org/banking/account-rates/,,2026-09-24
60,82,KodaBank,bank,ND,3.40,1000,no,,8386,,not stated,not stated,,"$25,000 - $99,999* $100,000+* 3.30% 3.40% 3.50% 3.30% 3.40% 3.50% 60 Month: $1,000 - $24,999* $25,000 - $99,999* $100,000+* 3.40% 3.50% 3.60% 3.40% 3.50% 3.60% Rates Effective September 1st, 2026 *A penalty may be imposed for early withdraw",https://www.kodabank.com/personal/save-and-spend/cds-and-iras,,2026-09-24
60,82,Pathway Bank,bank,NE,3.40,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
60,82,EverBank,bank,FL,3.40,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
60,82,First Bank of the Lake,bank,MO,3.40,,no,,26960,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.fblake.bank/rates/,,2026-09-24
60,86,Kinecta Federal Credit Union,credit_union,CA,3.40,,no,,,4142,not stated,not stated,not stated,There is a substantial penalty for early withdrawal of certificate funds.,https://www.kinecta.org/rates,,2026-09-24
60,87,Great Plains State Bank,bank,NE,3.35,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
60,87,First American State Bank,bank,CO,3.35,,no,,34040,,not stated,not stated,,,https://www.firstamericanstatebank.com/deposit-products/,,2026-09-24
60,89,Boonville Federal Savings Bank,bank,IN,3.34,500,no,,30128,,not stated,not stated,,"CDS Term Interest Rate* APY** Minimum Deposit Early Withdrawal Penalty 91 Days 0.05% 0.05% $1,000.00 91 Days 182 Days 0.20% 0.20% $1,000.00 91 Days 09 Months 0.05% 0.05% $1,000.00 91 Days 12 Months 0.95% 0.95% $500.00 180 Days 18 Months 0.3",https://boonville.bank/lending/current-rates/,,2026-09-24
60,90,First Community Credit Union,credit_union,MO,3.30,500,no,,,67619,not stated,no,not stated (employer or association groups),Certificates have substantial penalties for early withdrawal.,https://www.firstcommunity.com/services-tools/tools/rates.html,,2026-09-24
60,91,First Federal Savings Bank,bank,IN,3.29,500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
60,92,Bank of Deerfield,bank,WI,3.28,500,no,,2477,,not stated,not stated,,", IRAs, and HSA**⁵ Term Minimum to Open Account Minimum Balance to Obtain APY Interest Rate Annual Percentage Yield 25 Month $2,500 $2,500 4.34% 4.39% 36 Month $2,500 $2,500 4.40% 4.45% ¹ Substantial Penalty for Early Withdrawal ² Advertise",https://www.bankofdeerfield.bank/resources/deposit-rates,,2026-09-24
60,92,The Bank of Old Monroe,bank,MO,3.28,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
60,94,Forbright Bank,bank,MD,3.25,1000,no,,57614,,not stated,not stated,,Early withdrawal penalties apply to all Certificates of Deposit.,https://www.forbrightbank.com/personal-banking/growth-cd/,,2026-09-24
60,94,Home Bank and Trust Company,bank,KS,3.25,1000,no,,4664,,not stated,not stated,,,https://homebank-trust.com/rates/,,2026-09-24
60,94,The Corner Stone Bank,bank,MO,3.25,1000,no,,9388,,not stated,not stated,,"000 3.20% 3.25% Regular IRAs $100 $0 4.75% 4.75% Roth IRAs $100 $0 4.75% 4.75% Educational IRAs $100 $0 1.25% 1.25% 17 Month Special $1,000 $1,000 4.12% 4.20% *Fees could reduce earnings on accounts *Early withdrawal penalties will or may b",https://www.thecornerstonebank.net/deposits/rates,,2026-09-24
60,94,"T Bank, National Association",bank,TX,3.25,,no,,57703,,yes,not stated,,CDs & IRAs are subject to a early withdrawal penalty.,https://t.bank/home/current-rates/,,2026-09-24
